customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating
5187,,High,Affluent,Manufacturing systems engineer,Lamu,Low
5188,,,Affluent,Accommodation manager,Narok,Medium
5189,,,Mass,Analytical chemist,Bomet,High
5190,,Medium,Mass,Tax inspector, ,Low
5191,30,, ,"Education officer, community",Kwale,Low
5192,,Low,SME,Retail merchandiser,Kajiado,High
5193,59,Low,SME,Careers adviser,Kajiado,High
5194,,Low, ,"Psychotherapist, child",Voi,Medium
5195,,High, ,"Engineer, electrical",Wajir,Medium
5196,,, ,"Engineer, maintenance (IT)",Kericho,
5197,,Low,Mass,Higher education careers adviser,Bungoma,
5198,,High, ,Geographical information systems officer,Kitale,
5199,51,,SME,"Scientist, product/process development",Kajiado,High
5200,35,Medium, ,"Engineer, manufacturing systems",Nairobi,High
5201,74,,Affluent,Clinical embryologist, ,
5202,,,SME,Photographer,Bomet,
5203,22,,SME,Horticultural therapist,Kitale,Medium
5204,,,SME,Science writer,Nakuru,
5205,30,,Mass,Comptroller,Wajir,
5206,,,Mass,Careers adviser,Kajiado,Low
5207,,,SME,Tree surgeon,Bomet,
5208,,High,Affluent,"Scientist, research (life sciences)",Garissa,Low
5209,,High,SME,"Accountant, chartered certified",Kilifi,
5210,,Medium,Mass,Web designer,Homa Bay,Low
5211,,,Affluent,Operational investment banker,Garissa,
5212,,,SME,International aid/development worker,Machakos,Medium
5213,,Low,Mass,Youth worker,Narok,High
5214,,Medium,Affluent,Public relations account executive,Garissa,Low
5215,,Low, ,Human resources officer,Isiolo,High
5216,,Low, ,"Horticulturist, commercial",Kakamega,Medium
5217,,,SME,Television camera operator,Meru,
5218,,, ,Multimedia programmer,Nairobi,
5219,,Low,Mass,"Psychologist, occupational",Meru,Medium
5220,,Low,Affluent,"Secretary, company",Kwale,High
5221,33,Medium,SME,"Merchandiser, retail",Voi,High
5222,,,Affluent,Glass blower/designer,Kitale,High
5223,,,Affluent,"Teacher, music",Mombasa,High
5224,,Low,Affluent,Pension scheme manager,Kakamega,Low
5225,49,,Mass,"Solicitor, Scotland",Bungoma,High
5226,22,Medium,SME,Armed forces training and education officer,Embu,Low
5227,,Medium, ,Arts development officer,Mombasa,Medium
5228,,Medium,Affluent,Research scientist (medical),Garissa,
5229,,,Affluent,Location manager,Bungoma,Low
5230,,Low,Affluent,Software engineer,,High
5231,,,Mass,Horticultural therapist,Voi,
5232,,Medium, ,"Sales professional, IT",Bungoma,Low
5233,57,Low,Affluent,"Engineer, manufacturing",Isiolo,
5234,,Low,Mass,Hospital pharmacist,Bomet,Medium
5235,,,Mass,Forensic psychologist,Embu,High
5236,,,Affluent,Systems developer,Bungoma,Medium
5237,,,Affluent,"Conservator, museum/gallery",Kwale,
5238,,Medium,Mass,Building services engineer,Kitale,Medium
5239,,Medium,Mass,Seismic interpreter,Nyeri,High
5240,28,Low,Affluent,Futures trader,Embu,Low
5241,,,Mass,Chief Technology Officer,Siaya,Medium
5242,43,,Mass,Maintenance engineer,Garissa,High
5243,,Medium,Affluent,Insurance account manager,Eldoret,
5244,,High,Affluent,"Teacher, early years/pre",Mombasa,Medium
5245,,Low,SME,Armed forces operational officer,Siaya,Low
5246,,, ,"Engineer, maintenance (IT)",Thika,Medium
5247,,,Affluent,Sports therapist,Kitale,
5248,,,Affluent,"Accountant, chartered certified",Mombasa,
5249,,High,Affluent,Clothing/textile technologist,Kajiado,
5250,,Medium, ,Visual merchandiser,,Medium
5251,,Medium,SME,Clinical psychologist,Kajiado,Medium
5252,,Medium,Mass,Primary school teacher,Nakuru,Medium
5253,,, ,Financial planner,,Low
5254,,Medium,Affluent,"Engineer, production",Naivasha,High
5255,,,Affluent,Freight forwarder,Homa Bay,Medium
5256,,High,SME,Medical illustrator,,Low
5257,,Low,SME,Communications engineer,Nairobi,
5258,,,SME,Museum education officer,Nairobi,Medium
5259,26,High,Mass,Politician's assistant,Embu,Medium
5260,29,, ,"Engineer, manufacturing systems",Kakamega,Medium
5261,,High, ,Analytical chemist,Kitale,Low
5262,,,SME,Financial controller,Kakamega,Medium
5263,,Low,Mass,Theatre manager,Thika,Medium
5264,,, ,Banker,Voi,High
5265,,,Affluent,Insurance broker,Kitale,Low
5266,,,Affluent,Editorial assistant,Bungoma,High
5267,,High,Affluent,Psychiatric nurse, ,High
5268,75,Medium, ,Public relations officer,Kitale,High
5269,,High,SME,"Surveyor, insurance",Nyeri,High
5270,,,Affluent,Health physicist,Machakos,
5271,59,Low,SME,"Therapist, occupational",Bomet,Medium
5272,,,Mass,Fashion designer,Migori,High
5273,50,Low,Affluent,Energy manager,,Low
5274,,,Mass,"Runner, broadcasting/film/video",Narok,Medium
5275,73,,SME,Mental health nurse,Naivasha,High
5276,,High, ,"Geologist, wellsite",Embu,High
5277,,High,SME,Child psychotherapist,Nakuru,Low
5278,,,Affluent,"Conservator, furniture",Nairobi,
5279,,,Affluent,,Bomet,Low
5280,,High,SME,"Presenter, broadcasting",Machakos,
5281,,,Affluent,Energy manager,Eldoret,
5282,,,Affluent,,Kajiado,
5283,,Low,Mass,,Machakos,High
5284,,High, ,Media planner,Machakos,High
5285,,,SME,Broadcast presenter,Kwale,
5286,,High,Mass,Fast food restaurant manager,Bungoma,
5287,,High,Affluent,"Programmer, multimedia",Lamu,High
5288,27,High,Mass,"Surveyor, quantity",Naivasha,
5289,21,, ,Osteopath,Kajiado,High
5290,,Medium,SME,,Narok,
5291,,Medium, ,Health and safety adviser, ,High
5292,,Low, ,Educational psychologist,Nakuru,Low
5293,26,High,Mass,Community development worker,Bomet,
5294,78,Medium,Mass,Herpetologist,Kwale,
5295,,Low, ,Insurance account manager,Kajiado,Low
5296,,,Affluent,"Education officer, environmental",Voi,Medium
5297,,High,SME,"Journalist, broadcasting",Migori,
5298,,,Affluent,"Teacher, music",Thika,Medium
5299,,,Affluent,Chief Financial Officer,Kitale,Low
5300,,Low,SME,Biomedical scientist,Isiolo,
5301,,,Mass,Legal executive,Kitale,Medium
5302,,,Affluent,Charity officer,Isiolo,
5303,45,,Mass,Television floor manager,Kisumu,
5304,,Low,SME,"Journalist, broadcasting",Nyeri,High
5305,,,Affluent,"Editor, film/video",Naivasha,Medium
5306,,,Mass,Fashion designer,Kisumu,High
5307,,,Mass,Medical illustrator,Kwale,High
5308,,,Affluent,Brewing technologist,Narok,Medium
5309,18,,SME,Warehouse manager,Kericho,Medium
5310,,High, ,Astronomer,Wajir,High
5311,,,Mass,"Geologist, engineering",Nakuru,
5312,,,SME,"Solicitor, Scotland", ,
5313,,High,Affluent,Archaeologist,Nyeri,Low
5314,,,Mass,Fish farm manager,Thika,
5315,,High,Mass,Chartered loss adjuster,Nairobi,Medium
5316,,,Mass,Visual merchandiser,Thika,Medium
5317,66,Low,SME,Psychiatrist,Machakos,Low
5318,,Low,Mass,Paediatric nurse,Kwale,Medium
5319,,,Mass,Technical author,Garissa,High
5320,76,Medium,Affluent,"Editor, commissioning", ,Low
5321,,Low,Mass,Associate Professor,Machakos,Low
5322,,Medium,SME,Psychotherapist,Siaya,
5323,66,High,Affluent,Amenity horticulturist,Thika,
5324,,High, ,Chiropodist,Kajiado,High
5325,,Medium,Affluent,Intelligence analyst,Narok,High
5326,,,Mass,"Lecturer, higher education",Embu,
5327,,, ,"Teacher, special educational needs",Mombasa,
5328,65,Medium,Affluent,Careers adviser,Naivasha,High
5329,68,Medium,Mass,Medical technical officer,Machakos,
5330,,Medium,Affluent,Diagnostic radiographer,Nyeri,Low
5331,,Medium,SME,"Investment banker, corporate",Kericho,High
5332,,Medium,Mass,"Designer, textile",Wajir,
5333,,,SME,Primary school teacher,Siaya,Medium
5334,,Low,Mass,Metallurgist,Bungoma,Medium
5335,44,,SME,Neurosurgeon,Migori,High
5336,,Low, ,,Nairobi,Medium
5337,,Medium,SME,"Horticulturist, amenity",Meru,Medium
5338,,Low,Affluent,Retail banker,Bomet,Low
5339,,,Mass,Chartered public finance accountant,Nyeri,High
5340,,High,Affluent,Personnel officer,Migori,Medium
5341,,Low,SME,IT sales professional,Mombasa,
5342,,,Mass,Podiatrist,Migori,High
5343,61,,SME,"Designer, fashion/clothing",Kajiado,High
5344,,High, ,Financial adviser,Kakamega,Medium
5345,,, ,Materials engineer,Eldoret,Medium
5346,,Medium, ,"Exhibitions officer, museum/gallery",Isiolo,Low
5347,,High,SME,Contracting civil engineer,Naivasha,
5348,,,SME,"Teacher, primary school",Kisumu,Low
5349,,High, ,Maintenance engineer,Wajir,Low
5350,33,,SME,"Scientist, water quality",Homa Bay,
5351,,Medium,Affluent,Data processing manager,Garissa,Medium
5352,,,SME,Immigration officer,Machakos,Low
5353,54,,Affluent,Television camera operator,Migori,High
5354,62,Low, ,"Restaurant manager, fast food",Kwale,Low
5355,,,SME,Hospital pharmacist,Bomet,
5356,79,, ,Accounting technician,Eldoret,Low
5357,36,High,Mass,Chartered loss adjuster,Kisumu,Low
5358,24,Medium,SME,Freight forwarder,Kajiado,High
5359,,Low,SME,Agricultural engineer,Bomet,
5360,,, ,"Engineer, automotive",Eldoret,High
5361,,High, ,Further education lecturer,Meru,Medium
5362,51,Medium, ,,Bomet,
5363,,Low,Mass,Best boy,,Low
5364,72,,Mass,Rural practice surveyor,Homa Bay,High
5365,59,Medium, ,"Engineer, communications",Kajiado,High
5366,,Medium,SME,Clinical embryologist,Embu,
5367,27,Medium,SME,Press photographer,Isiolo,High
5368,,, ,Mining engineer,Naivasha,
5369,,,Affluent,Consulting civil engineer, ,Medium
5370,,High,Mass,Careers information officer,Garissa,
5371,,,Mass,"Journalist, broadcasting",Busia,
5372,,Low,Affluent,Nature conservation officer,Machakos,Medium
5373,,High, ,Cytogeneticist,Kisumu,Medium
5374,,Low,SME,Recycling officer,Kakamega,Low
5375,47,,SME,Chief Technology Officer,Migori,High
5376,,,Mass,Retail manager,Kajiado,Medium
5377,66,Medium,Affluent,Travel agency manager,Bomet,Medium
5378,,High,SME,Probation officer,Busia,High
5379,,Medium,Mass,"Nurse, adult",Isiolo,High
5380,75,Low,SME,Arts development officer,Garissa,Low
5381,,Medium,SME,Plant breeder/geneticist,Nyeri,Low
5382,79,Medium,SME,"Merchandiser, retail",,
5383,,,Mass,Occupational psychologist,Kajiado,Low
5384,,,Affluent,Public affairs consultant,Kilifi,Medium
5385,,, ,Operational researcher,Kisumu,Medium
5386,,Low,Affluent,Management consultant,Garissa,High
5387,,,SME,Patent attorney,Kilifi,Low
5388,,,Affluent,Food technologist,Kajiado,
5389,,,SME,,Voi,
5390,,High,Mass,Personnel officer,Thika,
5391,60,,Mass,Industrial buyer,Kakamega,
5392,,Medium,Mass,Microbiologist,Kwale,High
5393,,Medium,SME,"Programmer, systems",Kakamega,Low
5394,,,Affluent,"Psychotherapist, child",Narok,Low
5395,,, ,"Lighting technician, broadcasting/film/video",Bomet,Low
5396,,, ,Aeronautical engineer,Voi,Low
5397,38,,Mass,Quarry manager, ,
5398,,Low, ,Publishing rights manager,Bomet,
5399,,Medium,SME,Manufacturing systems engineer,Wajir,High
5400,,,Affluent,"Engineer, petroleum",Kisumu,High
5401,,High, ,Health service manager,Kericho,
5402,,Low, ,Land/geomatics surveyor,Bomet,Medium
5403,42,,Affluent,"Editor, commissioning",Siaya,Low
5404,,, ,"Psychologist, sport and exercise",Machakos,High
5405,22,,Affluent,"Scientist, marine",Bungoma,
5406,,,SME,Land,Kakamega,Low
5407,35,,SME,Counsellor,Kakamega,Low
5408,,Medium,SME,"Therapist, drama",Kericho,
5409,74,Medium,Mass,Chartered loss adjuster,Kisumu,Medium
5410,,,SME,Recruitment consultant,Thika,Medium
5411,36,, ,Equality and diversity officer, ,High
5412,,High,Mass,Tax inspector,Lamu,
5413,,Low,Mass,Chiropractor,Nyeri,High
5414,,Low,Mass,"Nurse, adult",Narok,Medium
5415,,,SME,Retail merchandiser,Kitale,High
5416,57,Medium,Mass,Ambulance person,Kajiado,High
5417,,High,SME,Tour manager,Embu,Medium
5418,,Low,SME,"Designer, fashion/clothing",Kakamega,Low
5419,,,Mass,Mechanical engineer,Bomet,Low
5420,72,Medium,Mass,Operational investment banker,Bungoma,Medium
5421,,Medium, ,Risk analyst,Kilifi,Low
5422,,Medium,Mass,Education administrator,Wajir,
5423,,,SME,Camera operator,Wajir,Low
5424,,Medium, ,Jewellery designer,Busia,Medium
5425,,, ,Music tutor, ,
5426,,High,SME,Geochemist, ,High
5427,,,Mass,Hydrographic surveyor,Nyeri,Medium
5428,,Medium,Mass,Recycling officer,Kisumu,Medium
5429,,High,Affluent,Special educational needs teacher,Kericho,Low
5430,59,Low,Mass,Professor Emeritus,Kwale,
5431,59,Low,Affluent,"Sales professional, IT",Bomet,Medium
5432,34,, ,Environmental consultant,Isiolo,
5433,,High, ,Cytogeneticist,Bomet,
5434,,, ,Occupational psychologist,Kericho,Low
5435,79,High,Affluent,Sport and exercise psychologist,Wajir,Medium
5436,,High,SME,"Engineer, chemical",Lamu,
5437,36,,SME,Fish farm manager,Embu,
5438,34,High, ,"Administrator, charities/voluntary organisations",Wajir,High
5439,,Medium,Affluent,"Accountant, chartered",Embu,Low
5440,,High,Affluent,"Conservation officer, nature",Naivasha,Medium
5441,,High, ,Medical illustrator,Kitale,
5442,56,,Mass,"Scientist, research (life sciences)",Kilifi,Low
5443,53,Low, ,Chartered certified accountant, ,Medium
5444,,,Affluent,Occupational therapist,Nakuru,
5445,,High,Mass,Warehouse manager,Homa Bay,Medium
5446,,,SME,Social researcher,Narok,Medium
5447,,High,Mass,Insurance claims handler,Nyeri,Low
5448,,,SME,Catering manager,Homa Bay,Low
5449,,,Affluent,Occupational hygienist,Eldoret,High
5450,,High, ,"Chemist, analytical",Bomet,High
5451,31,, ,Forensic scientist,Homa Bay,High
5452,,, ,Geoscientist,Nairobi,
5453,74,High, ,"Engineer, maintenance (IT)",Eldoret,High
5454,,Low, ,Exhibition designer,Kericho,Medium
5455,,High,Affluent,Fish farm manager,Kericho,Low
5456,34,Low,Affluent,Broadcast engineer,Kisumu,Medium
5457,,, ,Insurance claims handler,Malindi,Low
5458,,Low,Mass,"Engineer, electrical",Narok,Low
5459,,, ,Systems developer,Eldoret,Medium
5460,,Low,SME,Armed forces operational officer,Eldoret,Medium
5461,,Low,SME,Translator,Garissa,
5462,,High,SME,Chartered loss adjuster,Nyeri,Low
5463,,Low,SME,Counsellor,Kitale,High
5464,,, ,"Engineer, structural",Lamu,
5465,,High,SME,Academic librarian,Kakamega,High
5466,,Low,Mass,Clinical molecular geneticist,Nairobi,
5467,,High, ,Insurance underwriter,Voi,Low
5468,,,SME,Company secretary,Bungoma,Medium
5469,,High, ,Retail buyer,Kisumu,Medium
5470,27,, ,Management consultant,Nakuru,Low
5471,64,, ,Estate manager/land agent,Narok,Medium
5472,,High,Affluent,"Librarian, academic",,Low
5473,,,SME,Sub,Lamu,Low
5474,,,Affluent,English as a second language teacher,Migori,Low
5475,44,,Mass,Agricultural consultant,Kisumu,
5476,,Medium,Mass,"Teacher, primary school",Isiolo,Medium
5477,35,,Affluent,"Investment banker, corporate",Kisumu,
5478,,High,SME,Technical sales engineer,Naivasha,High
5479,,, ,Museum education officer,Siaya,Low
5480,,,Mass,Broadcast journalist,Busia,Medium
5481,,High,Mass,"Surveyor, planning and development",Kwale,High
5482,,,Mass,Chief Marketing Officer,Kajiado,Low
5483,55,High,SME,Tax adviser,Bungoma,High
5484,,Medium,Affluent,Community education officer,Lamu,
5485,,Medium,Affluent,Print production planner,Bomet,
5486,,High,SME,"Scientist, research (life sciences)",Nairobi,Medium
5487,,,Mass,Forest/woodland manager,Narok,High
5488,52,,SME,Furniture conservator/restorer,Isiolo,High
5489,,Medium,SME,Energy manager,Mombasa,
5490,,Medium,Affluent,Chartered certified accountant,Kwale,
5491,,,SME,"Designer, ceramics/pottery",Bomet,Medium
5492,21,Medium,SME,"Engineer, electronics",Kitale,Low
5493,,Medium,Mass,Exercise physiologist,Malindi,Medium
5494,,, ,Dealer,Bungoma,
5495,,High,Mass,Higher education lecturer,Bungoma,Medium
5496,,,Affluent,Glass blower/designer,Kisumu,Low
5497,,, ,Make,Kitale,
5498,,Medium,Mass,Contracting civil engineer,Kwale,Low
5499,,,SME,,Kilifi,Medium
5500,,High,SME,Public relations account executive,Kitale,Low
5501,,Medium, ,"Civil engineer, consulting",Thika,
5502,,, ,Press photographer,Wajir,
5503,,Low,SME,"Therapist, music",Nyeri,Low
5504,18,Low,Affluent,"Designer, ceramics/pottery",Wajir,Medium
5505,,Low,Mass,Patent examiner,,Medium
5506,,Low,SME,"Programmer, systems",Siaya,Medium
5507,,Low,Mass,Advertising account executive,Busia,Medium
5508,,Medium,Mass,Regulatory affairs officer,Thika,High
5509,,,Mass,Oceanographer,Embu,High
5510,,,Mass,Soil scientist,Mombasa,Low
5511,,Medium,Affluent,Electrical engineer,Kakamega,High
5512,,Medium,Affluent,Magazine features editor,Garissa,High
5513,,High,Affluent,Accounting technician,Busia,High
5514,,,SME,Energy engineer,Busia,Low
5515,,Low,SME,Company secretary,Machakos,High
5516,34,Medium,SME,Water engineer,Siaya,Medium
5517,,Low,Affluent,"Therapist, music",Kericho,Medium
5518,,,Mass,Medical technical officer, ,Low
5519,,,Affluent,Learning disability nurse,Wajir,Low
5520,,,SME,Water quality scientist,Narok,Low
5521,,Medium, ,Higher education careers adviser,Nyeri,
5522,62,High,SME,Farm manager,Meru,High
5523,,Low,Mass,Dietitian,Isiolo,Low
5524,61,Medium,Affluent,Naval architect,Naivasha,Low
5525,,High, ,"Producer, radio",Kisumu,Low
5526,,Low, ,Economist, ,Medium
5527,20,,Mass,Lexicographer,Kitale,Low
5528,,,Affluent,Lexicographer,Garissa,Medium
5529,,High, ,Geochemist,Siaya,Medium
5530,68,Low,SME,Osteopath,Bungoma,
5531,,Medium,Mass,Publishing copy,Kericho,Low
5532,,Low, ,Field trials officer,Thika,
5533,,Medium,Mass,Sport and exercise psychologist,Machakos,Low
5534,,,Affluent,Architect,Embu,High
5535,24,,Affluent,Geoscientist,Kisumu,Low
5536,21,Low,Affluent,Psychotherapist,Homa Bay,Low
5537,,Low,SME,"Sales professional, IT",Isiolo,Low
5538,,Medium, ,"Restaurant manager, fast food",Lamu,Low
5539,,Medium,Affluent,Engineering geologist,Malindi,Low
5540,34,High,SME,Oncologist,Isiolo,Low
5541,69,High,Affluent,"Radiographer, diagnostic",Nyeri,
5542,,High,Affluent,Dispensing optician,Malindi,High
5543,,Low, ,Trade union research officer,Homa Bay,
5544,,High,SME,"Engineer, biomedical",Bungoma,High
5545,,Low,Affluent,Chief of Staff,Lamu,
5546,,,SME,Volunteer coordinator,Mombasa,
5547,41,,SME,Chief Strategy Officer,Migori,Low
5548,21,,Affluent,Dramatherapist,Nakuru,
5549,,Low,Affluent,"Production assistant, television",Kakamega,High
5550,,Low,Mass,Air broker,Bomet,Medium
5551,,, ,Counselling psychologist,Naivasha,High
5552,,Medium,Affluent,Research scientist (medical),Malindi,
5553,73,Medium,Mass,"Scientist, research (medical)",Kilifi,Medium
5554,,Medium, ,Systems developer,Narok,Low
5555,,High,Affluent,"Engineer, structural",Thika,Medium
5556,,Medium,SME,"Loss adjuster, chartered",Nyeri,Low
5557,,High, ,Ship broker,Wajir,High
5558,,High,SME,Data scientist,Bungoma,Medium
5559,,Medium,Mass,Petroleum engineer,Nakuru,Medium
5560,,Medium,Affluent,Management consultant,Kilifi,Medium
5561,,,Mass,Public relations account executive,Bomet,Low
5562,,,Affluent,Dramatherapist,Kwale,Low
5563,,High,Affluent,Ceramics designer,Wajir,High
5564,,,SME,"Engineer, water",Kilifi,High
5565,,High,Mass,Insurance risk surveyor,Nairobi,
5566,39,Low,SME,Dancer,Naivasha,Low
5567,,High,SME,"Conservator, museum/gallery",Busia,High
5568,,High,SME,"Lecturer, further education",Kilifi,Medium
5569,,,Mass,Occupational therapist,Bungoma,Medium
5570,,Low,Affluent,Herbalist,Homa Bay,Medium
5571,,,Affluent,Gaffer,Malindi,High
5572,,,Mass,Pensions consultant,Lamu,Medium
5573,56,,Affluent,"Engineer, communications",Eldoret,Medium
5574,30,Low,Mass,Fisheries officer,Siaya,Low
5575,,Medium,Mass,Product designer,Voi,Low
5576,30,Low,Affluent,Garment/textile technologist,Nyeri,High
5577,,, ,"Librarian, academic",Naivasha,Low
5578,74,High,SME,"Engineer, drilling",Kericho,
5579,57,High,Mass,Video editor,Wajir,High
5580,,,Mass,Professor Emeritus,Kwale,
5581,,, ,Magazine journalist,Naivasha,
5582,52,High,Mass,"Administrator, arts",Garissa,High
5583,,Medium,Mass,Sales promotion account executive,Malindi,Low
5584,22,Medium,Affluent,Soil scientist,Voi,Low
5585,,Medium,Affluent,"Pharmacist, hospital",Bomet,High
5586,28,, ,Geophysical data processor,Kisumu,
5587,,High,Mass,Nutritional therapist,Eldoret,High
5588,,High,SME,Trade union research officer,Nyeri,High
5589,,High,Affluent,Early years teacher,Eldoret,Medium
5590,,Low,SME,"Geologist, engineering",Lamu,Medium
5591,,Low,SME,Neurosurgeon,Naivasha,
5592,,, ,Armed forces logistics/support/administrative officer,Naivasha,Low
5593,48,Low, ,Office manager,Siaya,Medium
5594,,Medium,Mass,"Buyer, retail",Voi,Medium
5595,,Medium, ,"Designer, textile",Embu,
5596,,Medium,Affluent,"Psychologist, educational",Voi,High
5597,,Medium,Mass,Arts administrator,Garissa,Medium
5598,37,,Mass,"Administrator, education",Eldoret,Low
5599,,Medium,SME,Heritage manager,Eldoret,
5600,,,SME,Senior tax professional/tax inspector,Nakuru,Medium
5601,56,,SME,"Engineer, water",Wajir,
5602,,,Mass,Wellsite geologist,Migori,Medium
5603,62,Low, ,Solicitor,Bungoma,Medium
5604,,High, ,Retail merchandiser,Busia,
5605,,, ,Optometrist,Meru,Low
5606,,,Mass,Intelligence analyst,Wajir,Low
5607,,,Mass,Production engineer,Bomet,High
5608,,Medium,Mass,Warehouse manager,Kitale,Medium
5609,,,Mass,Office manager,Homa Bay,High
5610,,Medium,Mass,Mechanical engineer,Siaya,
5611,,Medium, ,Sports administrator,Machakos,High
5612,,High,Mass,Futures trader,Meru,
5613,,Low, ,,Kitale,Low
5614,66,Medium,Mass,"Loss adjuster, chartered",Wajir,
5615,69,Medium, ,Games developer,Migori,
5616,,High,Affluent,Homeopath,Kwale,High
5617,,Medium,Affluent,,Kajiado,Medium
5618,,, ,Paramedic,Naivasha,High
5619,,Low,Affluent,Museum/gallery exhibitions officer,Bungoma,Low
5620,,,Affluent,"Physicist, medical",Nakuru,Low
5621,,, ,Community pharmacist,Kwale,Low
5622,,Low,Mass,Academic librarian,Voi,Medium
5623,,,Mass,"Administrator, charities/voluntary organisations",Kisumu,High
5624,,Medium, ,Emergency planning/management officer,Nairobi,
5625,,High,SME,Leisure centre manager,Naivasha,
5626,,,SME,Trade union research officer,Meru,Medium
5627,,,Affluent,Telecommunications researcher,Mombasa,Low
5628,,Medium,SME,"Journalist, magazine",,Medium
5629,33,,Affluent,,Naivasha,
5630,,,Mass,Fitness centre manager,Nyeri,Low
5631,,, ,Chiropodist,Mombasa,Medium
5632,,Medium,Mass,Cabin crew,Kericho,
5633,19,High, ,International aid/development worker,Kajiado,
5634,,,SME,Emergency planning/management officer,Kisumu,Medium
5635,,,Mass,"Lecturer, further education",Kericho,
5636,,,Mass,Chief Strategy Officer,Nyeri,High
5637,,Low,Affluent,"Engineer, production",Wajir,High
5638,,Medium, ,Dance movement psychotherapist,Kitale,Low
5639,,Low,SME,Plant breeder/geneticist,Busia,High
5640,,High,Mass,"Designer, fashion/clothing",Kisumu,High
5641,24,, ,Industrial/product designer,Kwale,Medium
5642,64,,SME,Theatre manager,Kajiado,Low
5643,70,Medium,Mass,Race relations officer,Migori,Medium
5644,,, ,Professor Emeritus,Thika,Medium
5645,55,Low,Affluent,Chiropodist,Kisumu,High
5646,,Low,Mass,Local government officer,Kajiado,High
5647,70,, ,"Psychologist, forensic",Kilifi,
5648,,Medium,SME,TEFL teacher,Mombasa,
5649,,Medium,SME,Art gallery manager,Voi,Low
5650,65,,Affluent,Aid worker,Siaya,High
5651,,Low,Mass,Photographer,Embu,
5652,,Low,Affluent,Veterinary surgeon,Garissa,Medium
5653,,Low, ,Commercial horticulturist,Isiolo,High
5654,,,SME,"Scientist, clinical (histocompatibility and immunogenetics)",Bomet,Low
5655,,High,Affluent,Operational investment banker,Narok,Low
5656,56,Low,Mass,Research scientist (maths),Siaya,Medium
5657,,High, ,"Designer, fashion/clothing",Nyeri,
5658,20,High,Mass,Chartered legal executive (England and Wales),Migori,Medium
5659,,Medium,Affluent,Adult guidance worker,Malindi,
5660,46,,SME,Manufacturing engineer,Malindi,High
5661,28,,SME,"Surveyor, quantity",Narok,Low
5662,,High,Affluent,"Horticulturist, amenity",Lamu,
5663,,,Mass,"Sales professional, IT",Bomet,Medium
5664,38,Medium,Mass,"Designer, exhibition/display",Nakuru,High
5665,56,Low,Mass,Building control surveyor,Kakamega,
5666,,High,Mass,Secondary school teacher,Malindi,High
5667,,,SME,Advertising account executive,Lamu,High
5668,63,Medium,Mass,Tree surgeon,Nyeri,Medium
5669,,,Affluent,"Scientist, research (physical sciences)",Siaya,Medium
5670,,Low,Affluent,Medical sales representative,Malindi,High
5671,,,Affluent,Heritage manager,Kitale,High
5672,,,Affluent,Maintenance engineer,Nyeri,
5673,,High,Mass,Fish farm manager,Nyeri,Medium
5674,,,SME,"Psychologist, occupational",Thika,
5675,,, ,Database administrator,Malindi,Low
5676,,,Mass,Recycling officer, ,
5677,,, ,Scientific laboratory technician,Busia,High
5678,60,,SME,"Psychologist, occupational",Busia,Low
5679,,,Mass,Web designer,Narok,
5680,,Low, ,"Teacher, music",Mombasa,Low
5681,68,,SME,"Horticulturist, commercial",Nakuru,Medium
5682,,Medium, ,Sports development officer,Isiolo,
5683,,Low,Affluent,Energy engineer,Bomet,
5684,,Low,Affluent,Jewellery designer,Kajiado,Medium
5685,,Low,SME,Dealer,Bungoma,
5686,,Medium,SME,"Engineer, drilling",Nakuru,Low
5687,,, ,"Psychologist, prison and probation services",Thika,Medium
5688,,,SME,Marine scientist,Embu,Low
5689,27,High,Affluent,Systems developer, ,
5690,,High,Affluent,Orthoptist,Naivasha,
5691,,,Mass,Company secretary,Kitale,
5692,,Medium, ,Jewellery designer,,
5693,,High,SME,Health and safety inspector,Mombasa,Low
5694,66,Low,SME,Financial controller,Isiolo,
5695,,High,SME,Occupational hygienist,Lamu,Medium
5696,,, ,Multimedia specialist,Kericho,Medium
5697,,Low,Affluent,"Exhibitions officer, museum/gallery",Kericho,High
5698,,High,SME,"Engineer, civil (consulting)",Kilifi,Medium
5699,,,SME,Information officer,Eldoret,High
5700,,Medium,Affluent,,,Medium
5701,43,,SME,"Physicist, medical",Naivasha,Medium
5702,,Medium,Mass,"Designer, television/film set",Kajiado,
5703,,Low,Affluent,Ambulance person,Kitale,Medium
5704,,,Affluent,Medical sales representative,Kilifi,
5705,,,Affluent,"Doctor, hospital",Embu,
5706,,,Mass,"Psychologist, forensic",Nairobi,Medium
5707,,,Affluent,Sales executive,Lamu,Low
5708,,, ,"Programmer, systems",Nyeri,
5709,,, ,Planning and development surveyor,Busia,Medium
5710,64,Medium, ,Learning mentor,Kilifi,Low
5711,30,,Affluent,"Engineer, manufacturing",Meru,Medium
5712,,Low,Affluent,"Nurse, mental health",Nyeri,Medium
5713,,,Affluent,Camera operator,Naivasha,Low
5714,,,Mass,IT sales professional,Homa Bay,Medium
5715,,Low, ,Legal executive,Kwale,
5716,,Low,SME,"Editor, commissioning",Kwale,High
5717,,,SME,"Civil engineer, contracting",Kitale,High
5718,,Medium,Affluent,"Engineer, site",Kitale,Medium
5719,,Low,Mass,Civil Service fast streamer,Busia,High
5720,,,Affluent,Media planner,,High
5721,,,SME,, ,High
