transaction_id,customer_id,transaction_date,amount,category,channel,balance_after
105968,5306,2026-02-16,,,USSD,396290.0
105969,6393,2025-11-13,,School Fees,USSD,
105970,3856,2025-08-06,,Travel,USSD,
105971,4059,2025-10-09,,Travel,Branch,423377.0
105972,4436,2024-11-26,158265,,Branch,54644.0
105973,3518,2024-07-17,,Electronics,Branch,613886.0
105974,2157,2025-12-30,,Travel,,297711.0
105975,2878,2026-02-16,,,Branch,67741.0
105976,6561,2024-03-21,,,,223930.0
105977,6570,2025-07-11,,Bills,Internet Banking,
105978,1068,2024-03-23,,,Internet Banking,732359.0
105979,6062,2024-12-31,,Groceries,Branch,
105980,4438,2025-11-12,,Electronics,Internet Banking,540338.0
105981,3051,2025-09-02,,Travel,Internet Banking,632533.0
105982,3921,2024-04-19,,Electronics,App,
105983,6345,2024-05-28,,,Branch,
105984,6522,2025-08-22,74501,Groceries,Branch,
105985,1128,2024-09-26,,Groceries,USSD,
105986,6602,2024-04-10,61110,Electronics,USSD,142346.0
105987,4068,2025-05-02,163744,School Fees,Internet Banking,432930.0
105988,991,,179052,Groceries,USSD,
105989,3487,2025-03-21,,Bills,App,318669.0
105990,4728,2025-10-12,8673,Bills,Branch,
105991,1426,2025-11-18,,Travel,App,148134.0
105992,5510,2026-01-20,,School Fees,Branch,359380.0
105993,5482,2024-06-16,,School Fees,,796082.0
105994,1458,2025-04-17,,,Branch,
105995,3455,2024-12-21,,Travel,App,
105996,1052,2026-02-18,,Groceries,Internet Banking,
105997,5912,2024-09-26,51354,,USSD,
105998,6085,2024-04-01,55604,Electronics,USSD,
105999,2588,2024-12-13,61486,School Fees,App,24293.0
106000,3258,2024-07-28,267796,School Fees,USSD,
106001,2243,2025-04-12,,,Internet Banking,
106002,4868,2025-12-11,125558,,USSD,6859.0
106003,872,2024-08-31,,Groceries,,
106004,6833,2025-06-15,217698,,Branch,
106005,128,2024-09-30,,Electronics,,
106006,6016,2024-09-10,95520,Bills,Branch,
106007,106,2024-09-11,,School Fees,,628818.0
106008,5536,2025-01-16,,,USSD,
106009,6496,2025-08-08,,,USSD,
106010,1407,2026-02-17,,Groceries,Internet Banking,
106011,3795,2024-07-24,,,,536438.0
106012,3421,2024-08-01,,School Fees,Branch,465991.0
106013,5601,2024-05-16,248731,Bills,Branch,196062.0
106014,6978,,,,USSD,
106015,2362,2025-06-13,,Travel,USSD,
106016,3595,2024-10-21,,,USSD,739970.0
106017,1001,2025-08-14,,Groceries,,257038.0
106018,3432,2024-12-12,,,Branch,333756.0
106019,4480,2024-09-25,,Electronics,,703973.0
106020,5098,2025-10-13,,,Branch,
106021,4113,2025-10-12,207737,,Branch,330562.0
106022,1394,2024-11-24,,Travel,Internet Banking,152963.0
106023,1872,2025-03-29,,,USSD,213532.0
106024,1090,2026-01-28,,Electronics,,426974.0
106025,4982,2024-09-21,,,,798036.0
106026,5233,2024-06-11,,Bills,USSD,
106027,5536,2025-10-28,176737,,,762872.0
106028,4167,2026-01-17,,Electronics,Internet Banking,545728.0
106029,6045,2025-07-31,,School Fees,,791754.0
106030,3133,2025-08-07,,Bills,Branch,609512.0
106031,4540,2024-06-23,27713,,USSD,
106032,3017,2024-12-08,,Travel,USSD,
106033,2531,2024-11-22,,,Internet Banking,
106034,3316,2024-07-08,,School Fees,,605281.0
106035,3893,2024-09-02,262231,,Branch,
106036,2565,2024-09-30,,School Fees,App,268445.0
106037,1394,2025-02-07,141274,Bills,Branch,
106038,6461,2024-10-23,,,Branch,786263.0
106039,3093,2025-11-30,37171,Electronics,,
106040,2746,2024-05-08,76014,,App,632079.0
106041,721,2024-05-10,30764,Electronics,Internet Banking,
106042,4327,2025-05-09,,Travel,,476205.0
106043,3598,2025-01-22,59521,Bills,USSD,251803.0
106044,4960,2025-12-26,,Travel,App,28259.0
106045,3766,2024-03-28,254802,,USSD,145374.0
106046,3150,2024-10-19,,Groceries,App,
106047,3881,2024-04-29,,Bills,USSD,410586.0
106048,4659,2026-01-09,256913,Groceries,,625541.0
106049,4865,2024-10-29,148588,Travel,App,
106050,6952,2026-03-15,,Groceries,Internet Banking,86435.0
106051,6674,2024-05-13,,Groceries,,384012.0
106052,290,2024-09-19,,School Fees,App,544116.0
106053,5338,2024-08-20,,School Fees,USSD,
106054,6244,2025-11-22,106398,Travel,Branch,156311.0
106055,6293,2025-07-15,164605,Travel,App,
106056,4019,2025-07-30,,Electronics,,364036.0
106057,395,2024-10-20,,,USSD,
106058,376,2024-10-10,84724,Groceries,,
106059,6246,2025-04-26,,,USSD,663781.0
106060,5747,2024-08-06,247861,,,
106061,4878,2025-05-10,,Electronics,App,28208.0
106062,2140,2025-04-01,,Electronics,App,
106063,1975,2025-09-23,,Bills,App,238915.0
106064,2459,2024-05-28,,Electronics,USSD,315012.0
106065,4502,2024-06-19,,Electronics,Internet Banking,
106066,6165,2025-05-11,,Groceries,,
106067,2680,2024-12-04,216548,Electronics,Internet Banking,
106068,5528,2025-12-24,,Groceries,Internet Banking,
106069,6163,2026-02-28,,,Internet Banking,
106070,5656,2024-06-28,220359,Groceries,Branch,
106071,3610,2024-07-21,24344,Electronics,,6145.0
106072,2201,2025-12-17,,Groceries,Branch,
106073,4397,2025-01-16,,Travel,,
106074,5996,2024-09-27,,Travel,Branch,
106075,413,2024-11-25,,Groceries,,
106076,6346,2024-08-22,135893,,App,230583.0
106077,6131,2025-10-23,,,Internet Banking,
106078,6283,2025-09-21,261398,,USSD,
106079,5912,2024-06-23,79984,Travel,Internet Banking,
106080,6168,2024-07-15,,Bills,,246179.0
106081,6156,2025-10-29,65598,,USSD,
106082,6279,2026-02-01,,School Fees,Internet Banking,112168.0
106083,6225,2025-08-26,101773,Travel,,466868.0
106084,1379,2024-12-08,,Electronics,Internet Banking,276896.0
106085,1094,2025-11-19,186615,Travel,,349572.0
106086,5324,2025-11-20,200413,Bills,Branch,773354.0
106087,4687,2025-04-22,221184,Bills,Branch,216430.0
106088,711,2024-06-05,,Bills,App,
106089,3451,2025-09-20,,,USSD,166491.0
106090,3487,2024-10-03,,,Branch,795505.0
106091,4893,2024-04-29,,Travel,,172314.0
106092,3500,2025-05-23,,,Internet Banking,402507.0
106093,3228,2024-04-22,,School Fees,App,442914.0
106094,1612,2024-08-08,291815,Electronics,Internet Banking,
106095,731,2024-07-11,,School Fees,Internet Banking,
106096,5956,2025-01-03,207078,,USSD,
106097,6421,2024-10-14,,,Internet Banking,450459.0
106098,6193,2025-03-09,,Travel,USSD,
106099,610,2024-08-28,274018,School Fees,,552924.0
106100,2341,2025-03-03,,Groceries,Internet Banking,94085.0
106101,1468,2025-01-27,,Electronics,Internet Banking,628348.0
106102,1559,2026-01-30,,Groceries,Internet Banking,30117.0
106103,2520,2025-11-07,,Groceries,,748748.0
106104,5258,2024-12-14,,School Fees,Branch,312718.0
106105,230,2025-05-25,,Groceries,Branch,775762.0
106106,6982,2024-09-12,172332,Electronics,,
106107,5525,,,Groceries,App,344548.0
106108,4453,2024-07-04,,Travel,App,257358.0
106109,541,2025-03-30,266119,Electronics,USSD,241487.0
106110,2875,2025-07-13,,,,635546.0
106111,936,2025-04-20,,,App,
106112,3093,2025-04-05,21650,,USSD,296807.0
106113,5731,2025-03-09,,Travel,Internet Banking,754420.0
106114,3647,2024-09-25,147591,Travel,Internet Banking,587764.0
106115,6958,2024-10-14,,,App,38588.0
106116,2693,2024-10-09,154891,,USSD,379899.0
106117,4623,2025-12-29,,,USSD,
106118,3070,2025-10-30,,Bills,Branch,
106119,5225,2024-10-02,232881,Bills,App,
106120,4719,2025-04-27,,Travel,Branch,649615.0
106121,2899,2024-07-11,,,,505829.0
106122,3408,2024-04-25,,Groceries,USSD,375083.0
106123,4520,2024-08-02,,Travel,Branch,174201.0
106124,6767,2024-08-08,,Travel,USSD,253628.0
106125,1899,2024-10-10,,Bills,,
106126,5975,2025-05-17,,School Fees,Branch,
106127,4,2025-05-24,,School Fees,,26197.0
106128,4565,2024-06-07,,,USSD,
106129,4760,2024-08-22,183232,,USSD,
106130,3626,2025-04-10,,,Internet Banking,562214.0
106131,2935,2024-12-10,,School Fees,USSD,501080.0
106132,4634,2026-01-03,,Travel,Internet Banking,389802.0
106133,5994,2025-11-30,89914,Travel,,377205.0
106134,2408,2025-12-13,,,App,
106135,2568,2025-02-24,,Groceries,,
106136,1097,2025-05-15,35013,,Internet Banking,
106137,1986,2025-06-30,,,App,
106138,3150,2025-10-14,206049,Bills,Internet Banking,542001.0
106139,6212,2025-10-07,296907,,USSD,322862.0
106140,5987,,254909,Travel,Internet Banking,470869.0
106141,6839,2024-05-31,,Electronics,App,
106142,1358,2026-03-03,,,Internet Banking,681659.0
106143,6229,2025-05-03,,Electronics,Branch,528646.0
106144,5616,2024-08-14,45727,,Branch,69912.0
106145,79,2024-12-28,,Bills,,
106146,1575,2025-03-12,,,,22624.0
106147,6164,2026-02-17,160205,Electronics,App,407135.0
106148,1606,2024-08-14,,Electronics,Internet Banking,367168.0
106149,4252,2024-06-19,,Bills,USSD,723356.0
106150,4976,2024-04-19,201855,,App,309048.0
106151,2987,2024-05-23,,Travel,App,59526.0
106152,5570,2025-03-03,,Travel,App,
106153,28,2024-12-02,,Groceries,,
106154,1911,2024-05-25,4058,Travel,App,674397.0
106155,4706,2025-12-03,,,Internet Banking,
106156,5070,2025-05-23,,Electronics,App,
106157,1353,2024-10-07,298442,,USSD,
106158,3735,2024-09-01,,Electronics,App,697412.0
106159,419,2024-04-30,,Groceries,,150856.0
106160,4118,2025-08-28,272526,Bills,,246685.0
106161,261,2024-10-29,,,USSD,
106162,2108,2025-11-14,,Electronics,App,
106163,2985,2026-02-09,,Travel,App,355870.0
106164,5533,2025-03-19,96331,Travel,App,
106165,6307,2026-02-09,,,,152640.0
106166,6498,2026-01-23,,,App,
106167,4292,2024-10-01,,,,738696.0
106168,5165,2025-03-19,197580,Travel,,
106169,6769,2025-09-19,,Electronics,Internet Banking,207183.0
106170,905,2024-07-03,,School Fees,Branch,446010.0
106171,2227,2024-04-21,,Electronics,,135899.0
106172,3854,2024-09-10,,Electronics,Branch,180485.0
106173,4421,2024-06-28,,School Fees,Internet Banking,714174.0
106174,6514,2026-03-05,,School Fees,Branch,
106175,568,2024-07-01,219406,Travel,Branch,
106176,5999,2025-11-04,,,USSD,133365.0
106177,779,2024-12-07,,Travel,USSD,
106178,926,2024-11-19,56397,Travel,Branch,532443.0
106179,6259,2026-03-12,19172,Electronics,,307582.0
106180,6501,2025-03-24,,,App,
106181,3239,2025-02-20,,Bills,App,
106182,6259,2024-09-29,,,Internet Banking,354880.0
106183,3480,2024-04-22,,,,426831.0
106184,1616,2025-10-10,,Groceries,Branch,
106185,1850,2025-03-29,,Bills,USSD,551673.0
106186,6942,2024-09-21,,School Fees,App,114977.0
106187,1944,2025-08-24,204737,Electronics,Branch,238479.0
106188,2371,2025-05-06,,,App,
106189,42,2024-11-10,,Electronics,USSD,61380.0
106190,5580,2025-03-02,,Groceries,USSD,787723.0
106191,3191,2024-03-29,161534,,,
106192,4670,2024-08-04,,Bills,Branch,798698.0
106193,1821,2024-09-26,,School Fees,Branch,
106194,5570,2025-11-24,170664,Groceries,Internet Banking,
106195,441,2025-06-13,,Electronics,Internet Banking,640413.0
106196,5309,2025-06-30,107676,Groceries,USSD,708401.0
106197,6429,2026-01-25,170965,Travel,,
106198,104,2025-12-21,,Bills,Branch,27126.0
106199,569,2026-03-05,,School Fees,,125450.0
106200,457,2025-07-30,142479,Travel,USSD,719495.0
106201,311,2026-03-17,,Bills,USSD,417952.0
106202,1908,2026-02-11,,Travel,Internet Banking,52218.0
106203,1708,2025-12-15,,Groceries,Internet Banking,
106204,3456,2025-05-15,1605,School Fees,Branch,
106205,1692,2025-12-30,,,,
106206,4503,2024-10-23,,Groceries,USSD,705193.0
106207,2893,2024-05-04,,Groceries,Internet Banking,
106208,581,2025-08-30,,,,402084.0
106209,2016,2025-05-08,183939,Bills,USSD,
106210,5178,2024-05-18,,School Fees,,
106211,6863,2024-06-10,,School Fees,App,
106212,4056,2025-03-15,191863,Groceries,App,228597.0
106213,2645,2025-04-13,246609,,Internet Banking,
106214,1861,2025-11-12,,School Fees,App,429195.0
106215,3685,2026-02-08,256317,Electronics,USSD,
106216,3876,2026-02-25,,,Internet Banking,
106217,3292,2024-08-24,,School Fees,,374300.0
106218,3232,2024-08-04,,Groceries,Branch,444126.0
106219,187,2026-03-11,207067,Electronics,App,
106220,2944,2025-10-06,,,App,742271.0
106221,4028,2025-04-29,,Electronics,Internet Banking,379528.0
106222,1623,2025-02-16,,Bills,USSD,
106223,2512,2025-01-17,225026,Groceries,App,
106224,5618,2025-08-27,,School Fees,,787594.0
106225,2378,2024-05-23,162205,,USSD,788220.0
106226,6493,2025-04-20,,Electronics,App,318483.0
106227,6644,2025-04-03,150037,Groceries,App,
106228,1891,2026-02-24,,Bills,,431500.0
106229,4586,2025-08-29,,Travel,App,321968.0
106230,280,2026-03-11,,Travel,USSD,
106231,855,2025-12-11,,School Fees,Branch,104669.0
106232,5955,2025-04-09,,Travel,Branch,557031.0
106233,5284,2025-09-18,,Electronics,App,202248.0
106234,5101,,,,Internet Banking,
106235,398,2024-09-01,,Electronics,USSD,
106236,4524,2024-12-06,213521,Groceries,Branch,48842.0
106237,3504,2024-08-10,,School Fees,Internet Banking,127103.0
106238,4471,2024-12-21,,,Branch,
106239,3872,2024-07-24,177187,Groceries,Internet Banking,36366.0
106240,3796,2026-02-28,,,App,
106241,632,2024-05-05,,Groceries,Internet Banking,123385.0
106242,3037,2025-11-29,272659,,App,
106243,4793,2026-01-02,127389,School Fees,Internet Banking,
106244,5543,2024-09-11,,,Internet Banking,159322.0
106245,928,2024-03-27,,,Internet Banking,
106246,6084,2026-01-11,,Groceries,USSD,679603.0
106247,2028,2024-05-06,,,Branch,725207.0
106248,1666,2024-11-01,,Travel,Internet Banking,7556.0
106249,78,2025-06-15,,Bills,App,
106250,4584,2025-04-05,,Groceries,Internet Banking,555879.0
106251,3242,2025-12-30,,,USSD,
106252,1062,2025-09-18,,Electronics,USSD,
106253,6711,2024-07-21,124776,,USSD,
106254,3362,2025-11-19,54122,Electronics,Internet Banking,151432.0
106255,6702,2024-06-04,180183,,Internet Banking,
106256,4267,2024-03-26,,Travel,Internet Banking,179021.0
106257,4738,2024-09-23,,Groceries,Branch,546840.0
106258,1700,2024-10-16,232101,,Internet Banking,95990.0
106259,5702,2025-10-17,,Groceries,,492202.0
106260,292,2024-05-05,,School Fees,USSD,
106261,6038,2025-10-12,,Groceries,Internet Banking,456169.0
106262,581,2025-02-04,,Groceries,Branch,332806.0
106263,4518,2025-02-18,,Electronics,App,234117.0
106264,4201,2025-07-21,208781,School Fees,USSD,
106265,6710,2024-12-11,,Groceries,Internet Banking,
106266,5526,2024-11-18,227645,,Internet Banking,
106267,880,2024-05-16,,Travel,App,148159.0
106268,1483,2024-07-05,,,Branch,549495.0
106269,2296,2025-04-25,,Groceries,,
106270,6453,2024-09-13,187799,School Fees,App,47897.0
106271,3445,2025-04-27,,Travel,Branch,773382.0
106272,1130,2025-01-20,,Travel,Branch,234657.0
106273,5981,2025-05-27,,Travel,Internet Banking,
106274,315,2025-07-10,,Electronics,Internet Banking,190435.0
106275,609,2024-12-10,,Electronics,USSD,297642.0
106276,3926,2025-03-07,212583,Travel,Internet Banking,268064.0
106277,2993,2024-08-22,,,Internet Banking,337768.0
106278,2587,2025-01-30,241408,Electronics,Branch,452749.0
106279,2120,2025-11-27,,Travel,Internet Banking,
106280,378,2025-01-08,96583,Travel,Internet Banking,165022.0
106281,5616,2024-11-28,,Bills,Internet Banking,640134.0
106282,134,2024-04-28,,Electronics,,
106283,3246,2024-10-05,,Bills,,71957.0
106284,1817,2024-06-12,,,USSD,
106285,4489,2026-02-06,,,App,
106286,3136,2024-06-10,,Travel,Branch,609837.0
106287,4511,2025-10-02,,Travel,USSD,563933.0
106288,6547,2025-11-24,,Bills,Branch,
106289,1137,2024-10-08,,School Fees,App,416212.0
106290,6209,2025-11-26,33765,Travel,App,
106291,1752,2024-11-24,,,USSD,
106292,4962,2025-03-09,134468,,,209188.0
106293,6545,2025-01-30,242765,Electronics,,349656.0
106294,290,2025-12-03,,Groceries,,
106295,1507,2025-01-23,,,Internet Banking,
106296,6029,2025-09-10,,,Internet Banking,
106297,1339,2026-03-12,,Groceries,USSD,
106298,6903,2025-10-26,,Groceries,Internet Banking,653366.0
106299,2892,2024-04-11,,Bills,Branch,354476.0
106300,6805,2026-03-12,,Travel,USSD,
106301,6501,2025-09-21,,,USSD,19285.0
106302,4974,2025-07-30,,,App,
106303,1985,2025-11-18,,School Fees,App,678969.0
106304,752,2025-10-05,,Electronics,USSD,
106305,3590,2025-08-01,,Groceries,,797339.0
106306,749,2025-10-02,,,App,
106307,365,2024-07-26,65719,Groceries,Internet Banking,195894.0
106308,267,2025-08-10,110594,Electronics,USSD,761696.0
106309,4502,2025-09-30,,Groceries,Branch,
106310,3822,2024-04-04,,Bills,USSD,
106311,4235,2024-04-19,297200,Travel,Branch,348669.0
106312,1189,2025-04-15,,Travel,App,
106313,5914,2026-03-19,,School Fees,,
106314,5817,2024-11-17,,Bills,Branch,596704.0
106315,6810,2024-12-15,233400,School Fees,,
106316,3178,2024-05-04,,Groceries,Branch,363852.0
106317,3221,2025-03-17,,,,
106318,6329,2024-04-04,,,Branch,
106319,5530,2025-06-11,,Travel,USSD,
106320,2831,2025-02-13,,,USSD,749173.0
106321,4967,2024-10-11,101360,School Fees,App,
106322,703,2025-01-30,1265,,USSD,
106323,1699,2025-07-10,,School Fees,Internet Banking,400360.0
106324,201,2025-06-14,,Bills,App,
106325,4714,2024-12-09,14878,,USSD,276733.0
106326,3799,2025-06-22,,,USSD,
106327,2014,2025-08-15,235704,Groceries,Internet Banking,
106328,6364,2024-08-26,,Electronics,,355581.0
106329,4953,2024-12-22,,Bills,USSD,
106330,3542,2024-03-21,86144,Bills,Branch,
106331,5849,2025-10-31,,Groceries,,238196.0
106332,2010,2026-02-21,238302,Electronics,Branch,
106333,3506,2025-04-17,255568,Bills,,
106334,3101,2024-06-20,200598,School Fees,Branch,
106335,4160,2025-03-04,,School Fees,USSD,619735.0
106336,5216,2025-03-19,,School Fees,Branch,160041.0
106337,3738,2024-12-02,,,USSD,535413.0
106338,6684,2024-08-12,,,Internet Banking,
106339,6654,2024-05-22,,,Branch,
106340,5460,2024-07-16,,School Fees,App,669330.0
106341,1712,2025-10-08,38119,Electronics,App,166780.0
106342,4347,2025-02-14,,,Branch,208506.0
106343,1730,2026-02-15,,,USSD,15926.0
106344,3351,2025-10-27,179968,Groceries,,796861.0
106345,4135,2025-09-25,,Groceries,Internet Banking,613693.0
106346,69,2025-10-18,165646,Electronics,Branch,
106347,4373,2024-04-23,150237,Groceries,Internet Banking,
106348,3192,2025-05-31,61734,School Fees,USSD,
106349,1110,2024-04-09,,Electronics,App,516955.0
106350,6321,2024-05-23,,School Fees,USSD,
106351,3019,2025-06-17,,Groceries,USSD,107832.0
106352,2654,2025-10-08,,,Branch,692577.0
106353,5212,2024-12-30,111295,Bills,Internet Banking,
106354,5540,2024-05-21,40089,Electronics,,
106355,6225,2025-05-23,123408,Travel,Internet Banking,
106356,341,2025-07-14,,,,398380.0
106357,421,2025-05-01,47302,Travel,App,
106358,2276,2025-03-04,,,Internet Banking,124129.0
106359,1919,2025-02-22,217271,School Fees,,473215.0
106360,473,2024-08-02,,Groceries,Internet Banking,
106361,2136,2026-02-01,4370,School Fees,USSD,
106362,3422,2024-12-20,,,App,376994.0
106363,5930,2025-11-06,,,Internet Banking,
106364,6334,2026-01-12,,Travel,USSD,
106365,4963,2024-06-17,,,USSD,
106366,3029,2024-04-30,,Electronics,App,730937.0
106367,5766,2025-12-22,,School Fees,Internet Banking,450199.0
106368,5077,2024-05-28,239378,Groceries,Branch,
106369,6280,2025-02-07,,Travel,Branch,
106370,2088,2025-02-16,,Electronics,Branch,
106371,3359,2025-07-05,,School Fees,USSD,
106372,256,2024-05-11,,Electronics,Internet Banking,
106373,3870,2025-09-20,6147,Bills,,88345.0
106374,5717,2025-12-17,,Travel,Internet Banking,331046.0
106375,1444,2025-03-28,,,App,
106376,539,2025-07-07,205146,School Fees,,
106377,5862,2025-11-18,,Electronics,App,123483.0
106378,3388,2024-07-21,144526,,Internet Banking,
106379,1824,2025-02-18,,School Fees,App,
106380,858,2024-12-09,164460,,USSD,
106381,132,2024-03-19,,Groceries,Branch,
106382,5723,2024-10-01,132748,Groceries,Internet Banking,
106383,2916,2024-08-30,,School Fees,,618787.0
106384,4837,2025-06-17,,Travel,,
106385,2587,2025-03-26,194832,,App,208830.0
106386,3375,2025-08-01,,School Fees,Branch,
106387,2032,2024-10-08,,,Internet Banking,
106388,1926,2024-12-04,,School Fees,USSD,141000.0
106389,2002,2025-03-23,213425,School Fees,App,778574.0
106390,4378,2026-01-03,,School Fees,Internet Banking,84993.0
106391,6636,2024-11-12,,Travel,Internet Banking,
106392,2328,2026-01-11,54423,Bills,Branch,20622.0
106393,3572,2025-02-23,,Bills,,168057.0
106394,5495,2025-04-03,,Electronics,Branch,673207.0
106395,3372,2025-11-16,,Travel,App,
106396,3982,2026-02-10,53449,Travel,App,
106397,5005,2025-08-07,,,Branch,799188.0
106398,666,2025-06-07,,Travel,Internet Banking,
106399,5419,2025-05-21,,Groceries,,
106400,6699,2025-02-06,,Travel,App,763960.0
106401,5442,2024-03-22,241399,,Branch,
106402,5230,2025-01-29,,,App,
106403,1647,2025-01-15,,,,
106404,4567,2025-02-02,187941,Groceries,USSD,
106405,4508,2025-07-15,,Bills,USSD,
106406,4609,2025-08-14,145321,Bills,Internet Banking,727586.0
106407,5600,2025-12-26,,Groceries,Internet Banking,
106408,1164,2024-03-23,,,USSD,442148.0
106409,2926,2026-03-10,,School Fees,,5157.0
106410,6834,2025-04-01,,Bills,Branch,
106411,6204,2025-06-28,86837,School Fees,Branch,
106412,5303,2024-09-21,171661,,,
106413,4515,2024-11-24,,Electronics,Branch,
106414,5053,2024-11-16,,Groceries,Internet Banking,
106415,5914,2026-02-23,,,Branch,
106416,3999,2025-12-28,,,Branch,646773.0
106417,825,2024-04-23,,Electronics,Internet Banking,
106418,5004,2024-07-20,167949,Groceries,App,
106419,733,2025-01-26,,Electronics,USSD,708212.0
106420,6021,2026-01-17,,Electronics,Branch,
106421,4487,2024-08-02,130592,Travel,USSD,527895.0
106422,6880,2024-06-28,,,USSD,
106423,1588,2025-10-11,154780,,,
106424,3665,2025-09-21,,,,231936.0
106425,4757,2025-10-03,,,,
106426,27,2025-10-18,,Bills,App,
106427,2671,2024-09-13,,Groceries,App,
106428,5628,2024-08-05,200400,Bills,USSD,
106429,884,2025-08-09,,,USSD,515532.0
106430,5911,2025-10-22,,Travel,USSD,
106431,127,2025-03-17,,Bills,USSD,
106432,1480,2024-08-22,,,Internet Banking,
106433,2329,2026-01-06,,Groceries,USSD,
106434,5515,2025-05-11,1050,,,
106435,319,2025-09-07,,Travel,USSD,
106436,2489,2024-05-17,,School Fees,,
106437,341,2025-03-10,,Travel,,
106438,4790,2025-06-21,,,USSD,170294.0
106439,4215,2024-06-29,,Groceries,USSD,
106440,4874,2024-09-16,112564,Electronics,Branch,357228.0
106441,6834,2024-10-30,,Bills,,
106442,6857,2024-09-29,73569,,USSD,
106443,4096,2026-03-18,,Electronics,USSD,
106444,5488,2025-12-27,,,Branch,
106445,4481,2024-08-22,,School Fees,Internet Banking,249948.0
106446,6654,2025-07-18,262749,Electronics,,
106447,6102,2026-02-06,105179,Bills,,20882.0
106448,1606,2024-07-24,296235,Electronics,Branch,
106449,5278,2024-07-30,292211,Travel,Internet Banking,230134.0
106450,5730,2025-07-05,,Groceries,App,23516.0
106451,5837,2025-12-21,,,Branch,269260.0
106452,4182,2024-03-27,212800,,USSD,508001.0
106453,6022,2024-08-24,187437,,USSD,
106454,2409,2024-11-27,,Electronics,USSD,
106455,3054,2026-03-10,,Groceries,App,
106456,2840,2025-09-06,,Groceries,USSD,
106457,1109,2024-08-26,199649,,App,4315.0
106458,4455,2025-06-23,136993,Groceries,Branch,
106459,6871,2024-05-01,,Travel,App,
106460,3205,2025-06-21,66790,Groceries,USSD,435443.0
106461,6023,2025-11-05,,,,
106462,3213,2025-08-28,215280,Electronics,USSD,165128.0
106463,6070,2025-11-01,,,App,116764.0
106464,4543,2025-02-16,256419,Groceries,App,
106465,1926,2024-04-03,,Travel,Internet Banking,18887.0
106466,6095,2024-08-23,,,Internet Banking,496955.0
106467,5423,,105473,Groceries,Internet Banking,
106468,1079,2024-12-04,207451,Electronics,USSD,544873.0
106469,4401,2024-04-16,38649,Travel,App,
106470,1977,2025-12-13,,School Fees,Internet Banking,13999.0
106471,2819,2025-05-08,286721,School Fees,,
106472,4630,2024-10-11,,Electronics,Branch,217984.0
106473,2083,2026-01-10,,Bills,Branch,
106474,5660,2025-01-27,119019,Groceries,Internet Banking,316390.0
106475,3561,2026-02-14,,,Internet Banking,
106476,2730,2024-04-27,,Bills,Internet Banking,135611.0
106477,1164,2025-02-11,279922,Travel,Branch,
106478,1015,2026-02-27,,Groceries,Internet Banking,612006.0
106479,4737,2024-07-26,,,,
106480,5220,2025-03-01,101767,,,
106481,3445,2025-05-27,,,,
106482,759,2025-07-09,,Bills,,295097.0
106483,3095,2025-01-12,,,App,
106484,5989,2025-11-19,,Electronics,Internet Banking,
106485,4380,2024-04-16,234314,Travel,USSD,
106486,113,2025-05-05,26525,Groceries,App,
106487,2421,2024-04-28,,School Fees,USSD,394004.0
106488,4293,2024-03-26,44610,,USSD,44418.0
106489,5284,2024-06-18,,,App,325407.0
106490,4989,2025-09-12,111117,Groceries,Internet Banking,
106491,822,2024-06-10,,,App,338711.0
106492,5551,2025-07-19,,Travel,Branch,
106493,3640,2025-04-09,,School Fees,,
106494,6154,2025-10-19,,Electronics,App,774567.0
106495,5765,2024-09-11,134317,Groceries,App,190833.0
106496,2446,2025-01-20,,Bills,Branch,696445.0
106497,2200,2025-06-05,103797,Bills,,
106498,4287,2025-02-01,30130,,USSD,213078.0
106499,1820,2024-12-03,,,Branch,227568.0
106500,277,2025-02-21,110282,Electronics,Internet Banking,
106501,6637,2025-04-10,,,App,
106502,1267,2026-03-14,171467,Travel,App,348178.0
106503,6632,2025-05-15,192515,Electronics,Branch,
106504,276,2024-07-25,35566,Travel,App,726918.0
106505,6334,2026-02-13,,School Fees,,
106506,5747,2024-12-23,282769,Travel,,727892.0
106507,2912,2024-07-12,,School Fees,Branch,682494.0
106508,1331,2025-04-17,,Groceries,Branch,
106509,1894,2024-07-05,,Groceries,Branch,303469.0
106510,2344,2025-06-23,191656,Electronics,Internet Banking,
106511,3306,2024-11-01,,Electronics,App,
106512,2389,2025-03-31,,Groceries,USSD,
106513,593,2025-08-11,,Bills,USSD,378992.0
106514,4979,2024-07-28,,School Fees,USSD,717232.0
106515,1388,2025-12-07,,,Branch,363057.0
106516,3996,2024-04-03,,,Internet Banking,
106517,6402,2024-05-17,,Groceries,Internet Banking,35385.0
106518,5073,2026-02-23,276049,,USSD,503471.0
106519,1535,2025-04-20,,,USSD,
106520,5351,2024-06-22,,,Internet Banking,
106521,4110,2025-12-07,90499,Bills,Branch,
106522,5134,2026-01-01,131628,,Branch,147481.0
106523,6700,2024-11-02,,Travel,USSD,
106524,5104,2025-09-24,,Groceries,,
106525,6354,2025-01-17,,Bills,Branch,355898.0
106526,1064,2025-10-26,112791,,,
106527,3106,2024-06-19,,Groceries,App,772467.0
106528,6891,2025-01-08,56946,,Branch,462264.0
106529,3905,2024-08-30,,,,
106530,3306,2026-02-06,,Travel,App,395581.0
106531,5906,2025-08-27,156751,Travel,App,397341.0
